,PML,mean_true_error,mean_residual_error,improvement
e_x,61.71591780419328,4738.241616040664,2924.249301119735,38.28408219580672
e_y,67.47479370106923,2950.712785941874,1990.987365025352,32.52520629893077
e_z,70.3639402840421,8154.491938897316,5737.821838352735,29.6360597159579
e_vx,65.36715517994253,1.9823530036923247,1.2958077641378138,34.63284482005747
e_vy,102.84388950712619,0.24436886034384844,0.251318440721851,-2.8438895071261925
e_vz,103.46324281378038,0.681933316035519,0.7055503225978933,-3.463242813780383
