epoch_datetime,mjd,seconds_of_day,X,Y,Z,direction_flag,VX,VY,VZ
2005-11-30 14:10:00.000000,53704,51000.0,4187.927138,6068.737732,9736.396862,0,5.237012286000001,0.979987182,-2.8534933230000004
2005-11-30 14:15:00.000000,53704,51300.0,5718.9584,6269.899915,8787.470715,0,4.949043929,0.361081275,-3.462252953
2005-11-30 14:20:00.000000,53704,51600.0,7145.195028,6286.246454,7665.885996,0,4.539596179,-0.249241514,-4.002651112
2005-11-30 14:25:00.000010,53704,51900.00001,8431.440956,6122.908101,6393.786207,0,4.017494721,-0.8340657629999999,-4.464042773999999
2005-11-30 14:30:00.000000,53704,52200.0,9545.591979,5789.9558,4996.267889000001,0,3.394481985,-1.377449237,-4.837420151
2005-11-30 14:35:00.000000,53704,52500.0,10459.466865,5302.041341,3500.860792,0,2.68491123,-1.864865416,-5.115596762
2005-11-30 14:40:00.000000,53704,52800.0,11149.535403000002,4677.912004,1936.959355,0,1.905367375,-2.2835988560000002,-5.293347222
2005-11-30 14:45:00.000000,53704,53100.0,11597.523291,3939.8152179999997,335.219355,0,1.074227281,-2.623081156,-5.367499231
2005-11-30 14:50:00.000000,53704,53400.0,11790.877849999999,3112.8126009999996,-1273.065643,0,0.211174447,-2.875157717,-5.336976123
2005-11-30 14:55:00.000000,53704,53700.0,11723.083365,2224.025264,-2856.593202,0,-0.663315538,-3.0342784099999998,-5.202790327
2005-11-30 15:00:00.000000,53704,54000.0,11393.81975,1301.833819,-4384.671863,0,-1.528502073,-3.0976084040000003,-4.967989999
2005-11-30 15:05:00.000000,53704,54300.0,10808.96327,375.057244,-5827.818432,0,-2.363902816,-3.0650585259999996,-4.637562685
2005-11-30 15:10:00.000010,53704,54600.00001,9980.432767999999,-527.865553,-7158.320545,0,-3.149798009,-2.939237522,-4.218301197
2005-11-30 15:15:00.000000,53704,54900.0,8925.889115,-1379.668731,-8350.7541,0,-3.8677026089999997,-2.725331201,-3.7186379069999997
2005-11-30 15:20:00.000000,53704,55200.0,7668.299234,-2155.006156,-9382.447065999999,0,-4.500795479000001,-2.4309156069999998,-3.148454041
2005-11-30 15:25:00.000000,53704,55500.0,6235.378839,-2831.1331490000002,-10233.883128000001,0,-5.0342976010000005,-2.065712665,-2.5188703869999998
2005-11-30 15:30:00.000000,53704,55800.0,4658.930093,-3388.507434,-10889.040499,0,-5.4557936609999995,-1.6412975300000001,-1.842025187
2005-11-30 15:35:00.000000,53704,56100.0,2974.091738,-3811.296237,-11335.6628,0,-5.755493582,-1.1707670479999999,-1.1308441560000002
2005-11-30 15:40:00.000000,53704,56400.0,1218.5200109999998,-4087.779245,-11565.460264000001,0,-5.9264322389999995,-0.668378558,-0.39880650100000004
2005-11-30 15:45:00.000000,53704,56700.0,-568.480999,-4210.639847,-11574.240521,0,-5.964606753,-0.14916778,0.34029016300000003
2005-11-30 15:50:00.000000,53704,57000.0,-2346.860826,-4177.139658,-11361.968960999999,0,-5.8690514899999995,0.37144593800000003,1.072563879
2005-11-30 15:55:00.000010,53704,57300.00001,-4076.737331,-3989.173695,-10932.759236,0,-5.641851389,0.878059218,1.7842798290000002
2005-11-30 16:00:00.000000,53704,57600.0,-5719.306263,-3653.205872,-10294.794838,0,-5.288094501,1.35568168,2.462078194
2005-11-30 16:05:00.000000,53704,57900.0,-7237.727564,-3180.0866800000003,-9460.182978,0,-4.815764532,1.7901232379999998,3.093197457
2005-11-30 16:10:00.000000,53704,58200.0,-8597.970537000001,-2584.757025,-8444.742291999999,0,-4.235574172,2.168364455,3.665691984
