epoch_datetime,X_km,Y_km,Z_km
2023-01-01 22:50:00,11411.109515,4579.838333,778.980719
2023-01-01 22:55:00,11509.771707,3712.445769,2364.952419
2023-01-01 23:00:00,11354.054431,2776.973627,3905.603336
2023-01-01 23:05:00,10944.605540999999,1802.03152,5371.438539
2023-01-01 23:10:00,10288.027683,816.784823,6734.4008109999995
2023-01-01 23:15:00,9396.760776000001,-149.837375,7968.388878
2023-01-01 23:20:00,8288.828028,-1069.920314,9049.739272
2023-01-01 23:25:00,6987.451292000001,-1917.308603,9957.664342
2023-01-01 23:30:00,5520.544133,-2668.3003369999997,10674.639707
2023-01-01 23:35:00,3920.093297,-3302.273695,11186.735222
2023-01-01 23:40:00,2221.441362,-3802.230981,11483.884211999999
2023-01-01 23:45:00,462.485291,-4155.246851,11560.086344000001
2023-01-01 23:50:00,-1317.192619,-4352.809396,11413.540172
2023-01-01 23:55:00,-3077.2432799999997,-4391.044930999999,11046.701984
2023-01-02 00:00:00,-4777.499292,-4270.819673,10466.268239
2023-01-02 00:05:00,-6378.932379,-3997.713996,9683.079528
2023-01-02 00:10:00,-7844.597525,-3581.867771,8711.944977
2023-01-02 00:15:00,-9140.540507,-3037.6983840000003,7571.387319
2023-01-02 00:20:00,-10236.64511,-2383.4964840000002,6283.3105
2023-01-02 00:25:00,-11107.396481,-1640.908138,4872.593613
2023-01-02 00:30:00,-11732.538127,-834.31575,3366.61706
2023-01-02 00:35:00,-12097.601927,9.866206,1794.729098
2023-01-02 00:40:00,-12194.29346,863.9612900000001,187.663226
2023-01-02 00:45:00,-12020.718882,1699.8447649999998,-1423.0810079999999
2023-01-02 00:50:00,-11581.444377,2489.776517,-3005.87952
2023-01-02 00:55:00,-10887.384619999999,3207.227676,-4529.632060999999
2023-01-02 01:00:00,-9955.522422,3827.675273,-5964.401438
2023-01-02 01:05:00,-8808.467492,4329.340121,-7282.027705
2023-01-02 01:10:00,-7473.867747,4693.845139,-8456.702256999999
2023-01-02 01:15:00,-5983.691404,4906.7742180000005,-9465.488319
2023-01-02 01:20:00,-4373.401906,4958.115355999999,-10288.776344
2023-01-02 01:25:00,-2681.050402,4842.575883,-10910.665156
2023-01-02 01:30:00,-946.3121620000001,4559.761802,-11319.262027
2023-01-02 01:35:00,790.506142,4114.21759,-11506.897238
2023-01-02 01:40:00,2489.4615630000003,3515.3268700000003,-11470.250810000001
2023-01-02 01:45:00,4111.946708,2777.078194,-11210.391062
2023-01-02 01:50:00,5621.614079,1917.703734,-10732.72641
2023-01-02 01:55:00,6985.230796,959.201787,-10046.873404999998
2023-01-02 02:00:00,8173.444006,-73.243212,-9166.445387
2023-01-02 02:05:00,9161.440051000001,-1151.927199,-8108.767293
2023-01-02 02:10:00,9929.483365,-2247.361613,-6894.523217
2023-01-02 02:15:00,10463.324212,-3329.0578100000002,-5547.34422
2023-01-02 02:20:00,10754.46762,-4366.340373999999,-4093.344744
2023-01-02 02:25:00,10800.299269,-5329.168385,-2560.6167379999997
2023-01-02 02:30:00,10604.067538000001,-6188.943705,-978.6911530000001
2023-01-02 02:35:00,10174.724346,-6919.285812,622.023052
2023-01-02 02:40:00,9526.630751,-7496.753709,2210.812086
2023-01-02 02:45:00,8679.136395,-7901.49691,3757.2322969999996
2023-01-02 02:50:00,7656.044736,-8117.819396,5231.676784
2023-01-02 02:55:00,6484.978481,-8134.6427539999995,6605.923916000001
2023-01-02 03:00:00,5196.66162,-7945.857154,7853.6586529999995
2023-01-02 03:05:00,3824.135957,-7550.551554,8950.958298
2023-01-02 03:10:00,2401.931085,-6953.117174,9876.735077
2023-01-02 03:15:00,965.2073660000001,-6163.22108,10613.128782
2023-01-02 03:20:00,-451.108344,-5195.649353,11145.843459000002
2023-01-02 03:25:00,-1813.1745919999998,-4070.0220040000004,11464.422872
2023-01-02 03:30:00,-3089.055664,-2810.384304,11562.460142999998
2023-01-02 03:35:00,-4249.491803999999,-1444.681721,11437.737498
2023-01-02 03:40:00,-5268.601619,-4.128177,11092.292627
2023-01-02 03:45:00,-6124.49996,1477.5200759999998,10532.408746
2023-01-02 03:50:00,-6799.815886,2964.770016,9768.526256
2023-01-02 03:55:00,-7282.096986,4421.259311,8815.074896
2023-01-02 04:00:00,-7564.088369,5810.665650000001,7690.2265099999995
2023-01-02 04:05:00,-7643.877178999999,7097.635633999999,6415.570153
2023-01-02 04:10:00,-7524.896535,8248.709002,5015.713038
2023-01-02 04:15:00,-7215.7863640000005,9233.212667,3517.8130189999997
2023-01-02 04:20:00,-6730.112666,10024.098513,1951.0505130000001
2023-01-02 04:25:00,-6085.951134999999,10598.699364,346.05013
2023-01-02 04:30:00,-5305.345617,10939.379127,-1265.7356599999998
2023-01-02 04:35:00,-4413.656307,11034.055776000001,-2852.66664
2023-01-02 04:40:00,-3438.816694,10876.579633,-4383.563272
2023-01-02 04:45:00,-2410.521698,10466.954179999999,-5828.347349000001
2023-01-02 04:50:00,-1359.3719310000001,9811.392015000001,-7158.658984000001
2023-01-02 04:55:00,-316.000344,8922.204108,-8348.434994
2023-01-02 05:00:00,689.7922149999999,7817.5259670000005,-9374.435153999999
2023-01-02 05:05:00,1629.866794,6520.889399000001,-10216.704634
2023-01-02 05:10:00,2478.5174150000003,5060.653168,-10858.963067
2023-01-02 05:15:00,3213.1618820000003,3469.309791,-11288.913053
2023-01-02 05:20:00,3814.933919,1782.688733,-11498.463309
2023-01-02 05:25:00,4269.161818,39.078478000000004,-11483.863966
2023-01-02 05:30:00,4565.722563,-1721.708726,-11245.753560000001
2023-01-02 05:35:00,4699.264247,-3459.305016,-10789.119085999999
2023-01-02 05:40:00,4669.293356,-5133.763504,-10123.172032999999
2023-01-02 05:45:00,4480.12712,-6706.519368,-9261.144604000001
2023-01-02 05:50:00,4140.71455,-8141.312353,-8220.011532
2023-01-02 05:55:00,3664.333023,-9405.049008,-7020.143982
2023-01-02 06:00:00,3068.170247,-10468.584678,-5684.902946
2023-01-02 06:05:00,2372.8041150000004,-11307.407431,-4240.180383999999
2023-01-02 06:10:00,1601.595317,-11902.208534,-2713.897109
2023-01-02 06:15:00,780.009561,-12239.3269,-1135.4670319999998
2023-01-02 06:20:00,-65.112185,-12311.058057,464.76211099999995
2023-01-02 06:25:00,-906.315968,-12115.821538,2056.081217
2023-01-02 06:30:00,-1716.309641,-11658.184006,3607.995062
2023-01-02 06:35:00,-2468.730138,-10948.738856,5090.79017
2023-01-02 06:40:00,-3138.883681,-10003.846359,6476.085494
2023-01-02 06:45:00,-3704.440308,-8845.241505999998,7737.35674
2023-01-02 06:50:00,-4146.065504,-7499.519466,8850.425898
2023-01-02 06:55:00,-4447.973349999999,-5997.510980999999,9793.908327
2023-01-02 07:00:00,-4598.387563,-4373.562024,10549.610571000001
2023-01-02 07:05:00,-4589.898896,-2664.7337319999997,11102.87285
2023-01-02 07:10:00,-4419.709588000001,-909.939971,11442.850864
2023-01-02 07:15:00,-4089.757908,850.958995,11562.732184
2023-01-02 07:20:00,-3606.718271,2578.087341,11459.883083
2023-01-02 07:25:00,-2981.874974,4232.488907,11135.922258999999
2023-01-02 07:30:00,-2230.870322,5777.0461239999995,10596.718493
2023-01-02 07:35:00,-1373.330804,7177.36161,9852.310069000001
2023-01-02 07:40:00,-432.378042,8402.581258,8916.744695
2023-01-02 07:45:00,565.965526,9426.137952,7807.839951999999
2023-01-02 07:50:00,1593.462993,10226.395848999999,6546.86582
2023-01-02 07:55:00,2620.42486,10787.176609,5158.152626
2023-01-02 08:00:00,3616.526835,11098.151103,3668.62984
2023-01-02 08:05:00,4551.661211000001,11155.0831,2107.303455
2023-01-02 08:10:00,5396.797344,10959.915353,504.68204
2023-01-02 08:15:00,6124.825553999999,10520.693179,-1107.836289
2023-01-02 08:20:00,6711.3584900000005,9851.325767,-2698.602027
2023-01-02 08:25:00,7135.46482,8971.190851,-4236.362329
2023-01-02 08:30:00,7380.311987,7904.593751,-5690.903048
2023-01-02 08:35:00,7433.697647,6680.096806,-7033.668879
2023-01-02 08:40:00,7288.453221,5329.739642,-8238.346399
2023-01-02 08:45:00,6942.70736,3888.174111,-9281.396189
2023-01-02 08:50:00,6400.001923999999,2391.7401579999996,-10142.522051999998
2023-01-02 08:55:00,5669.2578490000005,877.510054,-10805.067558
2023-01-02 09:00:00,4764.5930149999995,-617.671412,-11256.332585999999
2023-01-02 09:05:00,3704.998473,-2058.124183,-11487.804893999999
2023-01-02 09:10:00,2513.883224,-3410.222668,-11495.304044
2023-01-02 09:15:00,1218.5009790000001,-4643.215432,-11279.037048
2023-01-02 09:20:00,-150.724956,-5729.955068,-10843.566902
