epoch_current,epoch_future,delta_t_days,delta_t_hours,a,e,i_rad,i_deg,omega_rad,OMEGA_rad,OMEGA_deg,M_rad,M_deg,X_curr,Y_curr,Z_curr,VX_curr,VY_curr,VZ_curr,bstar,mean_motion,period_min,sin_i,cos_i,sin_OMEGA,cos_OMEGA,X_pred,Y_pred,Z_pred,VX_pred,VY_pred,VZ_pred,e_x,e_y,e_z,e_vx,e_vy,e_vz
2005-11-23 19:17:49.932096,2005-11-30 07:17:49.932096,6.5,156.0,12271.188972906108,0.004346,1.9168287949537963,109.8262,1.935166969404501,2.2110337109747245,126.6829,4.35714117377526,249.6458,-7338.5273728950815,9858.425610558888,11.434539965463955,1.5650141579635628,1.129911471137366,5.353272659946521,0.0001,0.0004644499512206,225.47048362141072,0.9407257737791443,-0.3391681272578984,0.8019539705360306,-0.5973858293778782,6951.123360116055,-10029.03019398046,-1155.8244482605537,-1.8722829440776576,-0.7111483254892151,-5.3428778114905855,24203.65087635071,-2186.7585886145152,-1692.774748180429,-1.216711405358757,2.3457733043640663,-4.1447731263878325
2005-11-23 19:17:49.932096,2005-11-30 19:17:49.932096,7.0,168.0,12271.188972906108,0.004346,1.9168287949537963,109.8262,1.935166969404501,2.2110337109747245,126.6829,4.35714117377526,249.6458,-7338.5273728950815,9858.425610558888,11.434539965463955,1.5650141579635628,1.129911471137366,5.353272659946521,0.0001,0.0004644499512206,225.47048362141072,0.9407257737791443,-0.3391681272578984,0.8019539705360306,-0.5973858293778782,-1353.6652596215931,-4941.146034710816,-11198.095801519952,-3.6767951610945246,4.1021072569381705,-1.3814872448599846,11.51592395695289,222.81909249371915,139.9896723799124,-0.10809019777916357,0.31904142600645324,-0.41672672619418094
2005-11-24 21:36:16.377120,2005-11-30 09:36:16.377120,5.5,132.0,12271.188934478458,0.0043460999999999,1.9168253042952923,109.826,1.9310270484187704,2.2175891676452157,127.0585,4.361296802724259,249.8839,-7402.8615005332,9809.948740665071,11.467651200448017,1.5576165963499249,1.1401122718912442,5.353369407424762,0.0001,0.0004644499534023,225.47048256230784,0.9407269576935208,-0.3391648435034099,0.7980206301364732,-0.6026301302429096,-2791.771270877701,8624.755630293692,8236.78104769365,3.5455551049403846,-2.4569756891378645,3.741049098545248,13136.397773421719,-12007.259066084833,2248.947299853897,-3.7208126667694525,6.603136169098939,4.317471260314185
2005-11-24 21:36:16.377120,2005-11-30 21:36:16.377120,6.0,144.0,12271.188934478458,0.0043460999999999,1.9168253042952923,109.826,1.9310270484187704,2.2175891676452157,127.0585,4.361296802724259,249.8839,-7402.8615005332,9809.948740665071,11.467651200448017,1.5576165963499249,1.1401122718912442,5.353369407424762,0.0001,0.0004644499534023,225.47048256230784,0.9407269576935208,-0.3391648435034099,0.7980206301364732,-0.6026301302429096,6174.781149330363,-1981.759672351524,10354.989966232011,2.4364338855860828,-4.6234284163370445,-2.3351217963603603,360.75800863386064,2222.372349383026,-1976.0945336308716,-0.43214776024580703,1.1319164692394466,-2.918865733047281
2005-11-24 21:36:16.377120,2005-12-01 09:36:16.377120,6.5,156.0,12271.188934478458,0.0043460999999999,1.9168253042952923,109.826,1.9310270484187704,2.2175891676452157,127.0585,4.361296802724259,249.8839,-7402.8615005332,9809.948740665071,11.467651200448017,1.5576165963499249,1.1401122718912442,5.353369407424762,0.0001,0.0004644499534023,225.47048256230784,0.9407269576935208,-0.3391648435034099,0.7980206301364732,-0.6026301302429096,7016.736485932027,-9983.45915325063,-1156.1512817746325,-1.8676046448465335,-0.7232817614855123,-5.342780231146272,22693.25379446899,-4295.347626102533,4783.375881523751,0.3941436599529095,2.219032275154407,-4.196023277916698
2005-11-24 21:36:16.377120,2005-12-01 21:36:16.377120,7.0,168.0,12271.188934478458,0.0043460999999999,1.9168253042952923,109.826,1.9310270484187704,2.2175891676452157,127.0585,4.361296802724259,249.8839,-7402.8615005332,9809.948740665071,11.467651200448017,1.5576165963499249,1.1401122718912442,5.353369407424762,0.0001,0.0004644499534023,225.47048256230784,0.9407269576935208,-0.3391648435034099,0.7980206301364732,-0.6026301302429096,-1321.130822735659,-4950.049253026754,-11198.192312875559,-3.703562567639218,4.077881612840611,-1.3814615143290556,245.45942475453649,1173.6796739362253,-2114.1624280513834,-0.9184704283261862,0.9513377014334534,2.4562722548596683
2005-11-25 12:38:14.364096,2005-11-30 00:38:14.364096,4.5,108.0,12271.189062570627,0.0043467,1.9168235589660405,109.8259,1.9290792609735443,2.221332898890743,127.273,4.363253316815744,249.996,-7439.472196205039,9782.094368093085,11.487221465827133,1.553359921158938,1.1459151783913213,5.353414114668237,0.0001,0.0004644499461301,225.4704860926508,0.9407275496464106,-0.3391632016246161,0.7957589578264475,-0.6056134749483092,-2941.766121393971,-3025.3438872723614,-11574.883002463619,-3.5136181740653183,4.449780723534026,-0.280545765979652,1261.7772568929095,4012.2378740667377,-3636.4728884460005,-2.1176395175846503,4.789584477803465,5.127817963989772
2005-11-25 12:38:14.364096,2005-11-30 12:38:14.364096,5.0,120.0,12271.189062570627,0.0043467,1.9168235589660405,109.8259,1.9290792609735443,2.221332898890743,127.273,4.363253316815744,249.996,-7439.472196205039,9782.094368093085,11.487221465827133,1.553359921158938,1.1459151783913213,5.353414114668237,0.0001,0.0004644499461301,225.4704860926508,0.9407275496464106,-0.3391632016246161,0.7957589578264475,-0.6056134749483092,-8160.810086006639,7933.559436697436,-4685.7509512163,0.021530971670447263,2.885657177851086,4.894772406204646,12779.179205761926,-802.9052028575211,-12273.217491154752,4.001318512737557,2.04703627850468,0.4324645481511995
2005-11-25 12:38:14.364096,2005-12-01 00:38:14.364096,5.5,132.0,12271.189062570627,0.0043467,1.9168235589660405,109.8259,1.9290792609735443,2.221332898890743,127.273,4.363253316815744,249.996,-7439.472196205039,9782.094368093085,11.487221465827133,1.553359921158938,1.1459151783913213,5.353414114668237,0.0001,0.0004644499461301,225.4704860926508,0.9407275496464106,-0.3391632016246161,0.7957589578264475,-0.6056134749483092,-2823.942340498782,8614.106850730015,8236.81287318487,3.55476239043564,-2.443741685500637,3.7410489867710193,5313.61851506092,911.8074469697358,10059.807520686285,-3.9986296654847706,2.7673175676939037,-2.466948003348998
2005-11-25 12:38:14.364096,2005-12-01 12:38:14.364096,6.0,144.0,12271.189062570627,0.0043467,1.9168235589660405,109.8259,1.9290792609735443,2.221332898890743,127.273,4.363253316815744,249.996,-7439.472196205039,9782.094368093085,11.487221465827133,1.553359921158938,1.1459151783913213,5.353414114668237,0.0001,0.0004644499461301,225.4704860926508,0.9407275496464106,-0.3391632016246161,0.7957589578264475,-0.6056134749483092,6182.259231672102,-1958.8576927174527,10354.888218978167,2.4536893328916336,-4.6142590599197435,-2.3351884712507927,4159.181768737893,660.769093793549,9164.8053627544,4.283019787893636,5.683663682799182,3.787136141794247
